Zip Code,Less than $100,$100-$200,$200-$300,$300-$400,$400-$500,$500-$600,$600-$700,$700-$800,$800-$900,$900-$1000,More than $1000,Total number of delinquent residential accounts,PWSID,Size,row sum
94131,93.0,91.0,42.0,24.0,19.0,17.0,12.0,6.0,7.0,3.0,39.0,353.0,CA3810011,Large,353.0
94130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA3810011,Large,0.0
94111,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,15.0,CA3810011,Large,15.0
94105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,CA3810011,Large,2.0
94586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA3810011,Large,0.0
94104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA3810011,Large,0.0
94164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA3810011,Large,0.0
94030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA3810011,Large,0.0
94062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA3810011,Large,0.0
94014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,CA3810011,Large,2.0
95020,228.0,357.0,14.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,606.0,CA4310004,Large,606.0
92324,2998.0,3805.0,2722.0,1488.0,695.0,354.0,252.0,191.0,116.0,97.0,280.0,12998.0,CA3610014,Large,12998.0
95202,61.0,33.0,25.0,17.0,8.0,6.0,4.0,1.0,5.0,0.0,10.0,170.0,CA3910001,Large,170.0
95203,373.0,238.0,115.0,61.0,48.0,24.0,18.0,7.0,2.0,0.0,15.0,901.0,CA3910001,Large,901.0
95204,712.0,425.0,240.0,131.0,75.0,44.0,40.0,19.0,9.0,6.0,16.0,1717.0,CA3910001,Large,1717.0
95205,992.0,502.0,280.0,184.0,97.0,73.0,39.0,22.0,24.0,8.0,30.0,2251.0,CA3910001,Large,2251.0
95206,798.0,449.0,271.0,182.0,105.0,72.0,40.0,28.0,18.0,12.0,25.0,2000.0,CA3910001,Large,2000.0
95207,374.0,225.0,124.0,67.0,43.0,27.0,22.0,7.0,5.0,6.0,27.0,927.0,CA3910001,Large,927.0
95210,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,CA3910001,Large,5.0
95215,375.0,223.0,108.0,56.0,49.0,18.0,16.0,10.0,12.0,5.0,9.0,881.0,CA3910001,Large,881.0
94517,193.0,501.0,494.0,350.0,198.0,96.0,63.0,19.0,29.0,14.0,52.0,2009.0,CA0710003,Large,2009.0
94518,704.0,1572.0,847.0,377.0,163.0,81.0,49.0,46.0,24.0,13.0,77.0,3953.0,CA0710003,Large,3953.0
94519,440.0,722.0,377.0,152.0,66.0,48.0,31.0,18.0,10.0,11.0,26.0,1901.0,CA0710003,Large,1901.0
94520,574.0,988.0,395.0,144.0,76.0,49.0,28.0,32.0,21.0,8.0,58.0,2373.0,CA0710003,Large,2373.0
94521,684.0,1593.0,1070.0,423.0,206.0,105.0,80.0,45.0,31.0,24.0,89.0,4350.0,CA0710003,Large,4350.0
94523,668.0,1059.0,542.0,200.0,67.0,44.0,27.0,9.0,3.0,8.0,33.0,2660.0,CA0710003,Large,2660.0
94553,489.0,837.0,308.0,125.0,36.0,17.0,19.0,11.0,9.0,3.0,12.0,1866.0,CA0710003,Large,1866.0
94569,41.0,34.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,CA0710003,Large,81.0
94596,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,7.0,CA0710003,Large,7.0
94597,94.0,137.0,79.0,34.0,18.0,12.0,11.0,2.0,2.0,2.0,17.0,408.0,CA0710003,Large,408.0
94598,260.0,849.0,971.0,618.0,297.0,142.0,68.0,47.0,27.0,17.0,71.0,3367.0,CA0710003,Large,3367.0
92223,837.0,704.0,292.0,152.0,60.0,38.0,14.0,16.0,4.0,5.0,16.0,2138.0,CA3310002,Large,2138.0
95661,0.0,301.0,219.0,162.0,108.0,79.0,56.0,37.0,40.0,42.0,128.0,1172.0,CA3110008,Large,1172.0
95678,0.0,632.0,641.0,440.0,260.0,155.0,135.0,106.0,68.0,56.0,290.0,2783.0,CA3110008,Large,2783.0
95747,0.0,591.0,769.0,716.0,372.0,174.0,102.0,67.0,53.0,40.0,242.0,3126.0,CA3110008,Large,3126.0
95746,0.0,2.0,8.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,20.0,CA3110008,Large,20.0
94540,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,CA0110006,Large,5.0
94541,105.0,147.0,100.0,89.0,53.0,44.0,29.0,23.0,14.0,16.0,56.0,676.0,CA0110006,Large,676.0
94542,34.0,45.0,31.0,32.0,15.0,7.0,8.0,9.0,8.0,10.0,36.0,235.0,CA0110006,Large,235.0
94543,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,CA0110006,Large,6.0
94544,159.0,252.0,206.0,112.0,94.0,75.0,73.0,53.0,39.0,42.0,138.0,1243.0,CA0110006,Large,1243.0
94545,53.0,89.0,69.0,38.0,27.0,21.0,16.0,18.0,14.0,14.0,60.0,419.0,CA0110006,Large,419.0
94509,1231.0,368.0,16.0,14.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,1640.0,CA0710001,Large,1640.0
94531,558.0,153.0,88.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,811.0,CA0710001,Large,811.0
93446,34.0,109.0,109.0,92.0,51.0,39.0,34.0,22.0,10.0,7.0,92.0,599.0,CA4010007,Large,599.0
93001,37.0,64.0,48.0,33.0,17.0,12.0,12.0,6.0,8.0,4.0,19.0,260.0,CA5610017,Large,260.0
93003,129.0,326.0,200.0,99.0,48.0,32.0,14.0,7.0,7.0,2.0,35.0,899.0,CA5610017,Large,899.0
93004,43.0,92.0,70.0,31.0,12.0,10.0,2.0,6.0,2.0,1.0,6.0,275.0,CA5610017,Large,275.0
90620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA1910059,Large,0.0
90621,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,CA1910059,Large,2.0
90638,416.0,773.0,252.0,103.0,65.0,61.0,39.0,17.0,12.0,9.0,23.0,1770.0,CA1910059,Large,1770.0
92833,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,CA1910059,Large,6.0
90601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA1910174,Large,0.0
90602,169.0,319.0,80.0,28.0,21.0,20.0,12.0,6.0,8.0,2.0,8.0,673.0,CA1910174,Large,673.0
90603,659.0,1075.0,310.0,151.0,84.0,42.0,29.0,17.0,22.0,12.0,24.0,2425.0,CA1910174,Large,2425.0
90604,425.0,606.0,154.0,76.0,48.0,28.0,28.0,21.0,9.0,6.0,19.0,1420.0,CA1910174,Large,1420.0
90605,383.0,753.0,266.0,141.0,66.0,31.0,31.0,13.0,14.0,14.0,24.0,1736.0,CA1910174,Large,1736.0
90606,83.0,107.0,40.0,31.0,13.0,8.0,5.0,7.0,2.0,2.0,8.0,306.0,CA1910174,Large,306.0
90607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,CA1910174,Large,1.0
90631,56.0,83.0,6.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,5.0,161.0,CA1910174,Large,161.0
90620,0.0,637.0,189.0,127.0,71.0,44.0,37.0,31.0,27.0,18.0,30.0,1211.0,CA3010003,Large,1211.0
90621,0.0,319.0,151.0,81.0,44.0,30.0,16.0,11.0,11.0,9.0,31.0,703.0,CA3010003,Large,703.0
"92780, 92705",277.0,290.0,166.0,50.0,19.0,10.0,8.0,6.0,2.0,1.0,18.0,847.0,CA3010046,Large,847.0
92683,538.0,280.0,72.0,25.0,16.0,7.0,4.0,2.0,5.0,2.0,5.0,956.0,CA3010064,Large,956.0
92655,13.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,CA3010064,Large,24.0
92692,0.0,0.0,3.0,14.0,16.0,15.0,12.0,2.0,7.0,1.0,4.0,74.0,CA3010101,Large,74.0
92679,0.0,0.0,1.0,2.0,4.0,2.0,6.0,3.0,3.0,0.0,8.0,29.0,CA3010101,Large,29.0
92688,0.0,0.0,22.0,19.0,15.0,10.0,12.0,6.0,2.0,7.0,9.0,102.0,CA3010101,Large,102.0
92694,0.0,0.0,2.0,9.0,5.0,4.0,3.0,2.0,1.0,0.0,2.0,28.0,CA3010101,Large,28.0
92673,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,10.0,CA3010101,Large,10.0
92691,0.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,23.0,CA3010101,Large,23.0
96150,141.0,283.0,600.0,518.0,98.0,187.0,83.0,51.0,40.0,59.0,279.0,2339.0,CA0910002,Large,2339.0
92376,3.0,192.0,532.0,283.0,170.0,132.0,87.0,84.0,66.0,61.0,236.0,1846.0,CA3610038,Large,1846.0
90001,243.0,258.0,225.0,176.0,136.0,124.0,109.0,80.0,66.0,61.0,592.0,2070.0,CA1910067,Large,2070.0
90002,863.0,744.0,712.0,549.0,400.0,332.0,314.0,258.0,213.0,193.0,1757.0,6335.0,CA1910067,Large,6335.0
90003,1828.0,1875.0,1562.0,1169.0,941.0,782.0,673.0,513.0,482.0,401.0,3437.0,13663.0,CA1910067,Large,13663.0
90004,2199.0,1659.0,1119.0,735.0,502.0,387.0,279.0,223.0,206.0,164.0,1116.0,8589.0,CA1910067,Large,8589.0
90005,1712.0,1107.0,598.0,401.0,281.0,175.0,146.0,95.0,95.0,58.0,426.0,5094.0,CA1910067,Large,5094.0
90006,2113.0,1662.0,983.0,597.0,474.0,357.0,282.0,176.0,168.0,148.0,903.0,7863.0,CA1910067,Large,7863.0
90007,1508.0,945.0,550.0,346.0,284.0,198.0,175.0,124.0,84.0,94.0,692.0,5000.0,CA1910067,Large,5000.0
90008,1709.0,1252.0,922.0,655.0,511.0,370.0,314.0,258.0,203.0,170.0,1291.0,7655.0,CA1910067,Large,7655.0
90010,116.0,83.0,35.0,20.0,16.0,8.0,13.0,6.0,5.0,4.0,27.0,333.0,CA1910067,Large,333.0
90011,2033.0,2207.0,1693.0,1282.0,956.0,751.0,721.0,563.0,486.0,436.0,3502.0,14630.0,CA1910067,Large,14630.0
90011-1305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,CA1910067,Large,2.0
90012,1453.0,884.0,545.0,414.0,275.0,200.0,159.0,138.0,96.0,83.0,465.0,4712.0,CA1910067,Large,4712.0
90013,339.0,366.0,149.0,114.0,78.0,63.0,43.0,30.0,29.0,31.0,141.0,1383.0,CA1910067,Large,1383.0
90014,361.0,228.0,166.0,117.0,78.0,90.0,56.0,50.0,39.0,32.0,172.0,1389.0,CA1910067,Large,1389.0
90015,1195.0,836.0,484.0,348.0,216.0,166.0,140.0,125.0,93.0,74.0,445.0,4122.0,CA1910067,Large,4122.0
90016,1625.0,1331.0,879.0,624.0,453.0,375.0,277.0,261.0,214.0,173.0,1409.0,7621.0,CA1910067,Large,7621.0
90017,1399.0,931.0,506.0,300.0,225.0,176.0,125.0,77.0,87.0,61.0,343.0,4230.0,CA1910067,Large,4230.0
90018,1600.0,1292.0,881.0,642.0,480.0,357.0,308.0,261.0,229.0,179.0,1505.0,7734.0,CA1910067,Large,7734.0
90019,2146.0,1607.0,983.0,743.0,506.0,381.0,335.0,258.0,219.0,174.0,1447.0,8799.0,CA1910067,Large,8799.0
90020,1770.0,1333.0,798.0,504.0,327.0,195.0,176.0,143.0,118.0,96.0,487.0,5947.0,CA1910067,Large,5947.0
90021,86.0,48.0,31.0,22.0,23.0,16.0,12.0,13.0,5.0,3.0,50.0,309.0,CA1910067,Large,309.0
90023,630.0,635.0,484.0,357.0,278.0,220.0,163.0,160.0,115.0,105.0,757.0,3904.0,CA1910067,Large,3904.0
90024,1256.0,651.0,354.0,214.0,173.0,131.0,107.0,83.0,81.0,44.0,352.0,3446.0,CA1910067,Large,3446.0
90025,1896.0,1060.0,658.0,380.0,260.0,200.0,165.0,129.0,95.0,78.0,550.0,5471.0,CA1910067,Large,5471.0
90026,2275.0,1971.0,1191.0,835.0,644.0,452.0,385.0,312.0,230.0,195.0,1245.0,9735.0,CA1910067,Large,9735.0
90027,1787.0,1278.0,767.0,472.0,357.0,268.0,209.0,152.0,143.0,121.0,768.0,6322.0,CA1910067,Large,6322.0
90028,2347.0,1615.0,1018.0,732.0,516.0,345.0,287.0,242.0,185.0,155.0,910.0,8352.0,CA1910067,Large,8352.0
90029,1505.0,1130.0,644.0,429.0,304.0,246.0,174.0,142.0,123.0,109.0,643.0,5449.0,CA1910067,Large,5449.0
90031,804.0,832.0,620.0,478.0,333.0,271.0,211.0,156.0,132.0,106.0,830.0,4773.0,CA1910067,Large,4773.0
90032,813.0,907.0,731.0,567.0,471.0,406.0,310.0,240.0,233.0,162.0,1284.0,6124.0,CA1910067,Large,6124.0
90033,1216.0,1172.0,798.0,611.0,411.0,359.0,287.0,211.0,173.0,157.0,1060.0,6455.0,CA1910067,Large,6455.0
90033-2053,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CA1910067,Large,1.0
90034,2248.0,1261.0,672.0,450.0,307.0,252.0,202.0,131.0,107.0,85.0,615.0,6330.0,CA1910067,Large,6330.0
90035,841.0,581.0,345.0,276.0,183.0,130.0,129.0,86.0,86.0,57.0,567.0,3281.0,CA1910067,Large,3281.0
90036,1546.0,1063.0,590.0,452.0,341.0,265.0,193.0,155.0,129.0,118.0,717.0,5569.0,CA1910067,Large,5569.0
90037,1822.0,1566.0,1109.0,854.0,720.0,517.0,410.0,370.0,280.0,243.0,2057.0,9948.0,CA1910067,Large,9948.0
90038,1470.0,1140.0,821.0,531.0,339.0,236.0,198.0,175.0,136.0,106.0,643.0,5795.0,CA1910067,Large,5795.0
90039,524.0,548.0,369.0,253.0,211.0,149.0,131.0,105.0,76.0,89.0,583.0,3038.0,CA1910067,Large,3038.0
90041,431.0,341.0,225.0,187.0,156.0,103.0,106.0,95.0,67.0,61.0,449.0,2221.0,CA1910067,Large,2221.0
90042,1336.0,1393.0,960.0,723.0,530.0,355.0,311.0,237.0,202.0,177.0,1256.0,7480.0,CA1910067,Large,7480.0
90043,1368.0,1035.0,745.0,605.0,465.0,345.0,288.0,231.0,209.0,169.0,1649.0,7109.0,CA1910067,Large,7109.0
90044,2125.0,2072.0,1566.0,1252.0,969.0,743.0,615.0,494.0,404.0,388.0,3165.0,13793.0,CA1910067,Large,13793.0
90045,1182.0,1050.0,725.0,548.0,374.0,312.0,250.0,166.0,158.0,124.0,787.0,5676.0,CA1910067,Large,5676.0
90046,1525.0,1169.0,860.0,639.0,449.0,320.0,222.0,208.0,178.0,159.0,1386.0,7115.0,CA1910067,Large,7115.0
90047,978.0,981.0,837.0,732.0,578.0,474.0,360.0,323.0,268.0,240.0,2200.0,7971.0,CA1910067,Large,7971.0
90048,648.0,422.0,289.0,185.0,136.0,126.0,90.0,73.0,62.0,54.0,402.0,2487.0,CA1910067,Large,2487.0
90049,980.0,644.0,356.0,222.0,140.0,136.0,114.0,91.0,75.0,62.0,717.0,3537.0,CA1910067,Large,3537.0
90056,30.0,22.0,16.0,10.0,10.0,4.0,5.0,7.0,6.0,5.0,23.0,138.0,CA1910067,Large,138.0
90057,2064.0,1332.0,857.0,512.0,398.0,257.0,200.0,153.0,103.0,109.0,566.0,6551.0,CA1910067,Large,6551.0
90058,72.0,110.0,76.0,56.0,37.0,25.0,28.0,22.0,20.0,19.0,86.0,551.0,CA1910067,Large,551.0
90059,642.0,726.0,592.0,451.0,353.0,279.0,273.0,226.0,198.0,167.0,1350.0,5257.0,CA1910067,Large,5257.0
90061,582.0,584.0,454.0,359.0,280.0,217.0,167.0,153.0,112.0,96.0,891.0,3895.0,CA1910067,Large,3895.0
90062,763.0,747.0,523.0,436.0,352.0,289.0,244.0,189.0,159.0,141.0,1217.0,5060.0,CA1910067,Large,5060.0
90063,244.0,288.0,255.0,159.0,140.0,113.0,85.0,71.0,53.0,56.0,402.0,1866.0,CA1910067,Large,1866.0
90064,558.0,373.0,236.0,199.0,139.0,103.0,76.0,54.0,50.0,40.0,356.0,2184.0,CA1910067,Large,2184.0
90065,848.0,756.0,485.0,407.0,289.0,233.0,205.0,142.0,133.0,122.0,793.0,4413.0,CA1910067,Large,4413.0
90066,1839.0,1256.0,757.0,492.0,370.0,278.0,189.0,159.0,125.0,102.0,682.0,6249.0,CA1910067,Large,6249.0
90067,60.0,32.0,17.0,16.0,17.0,9.0,7.0,2.0,4.0,0.0,24.0,188.0,CA1910067,Large,188.0
90068,853.0,605.0,400.0,280.0,205.0,162.0,151.0,109.0,98.0,96.0,880.0,3839.0,CA1910067,Large,3839.0
90069,155.0,138.0,97.0,86.0,50.0,40.0,34.0,28.0,31.0,29.0,455.0,1143.0,CA1910067,Large,1143.0
90077,68.0,32.0,32.0,27.0,26.0,35.0,15.0,23.0,18.0,22.0,345.0,643.0,CA1910067,Large,643.0
90094,555.0,392.0,220.0,130.0,110.0,68.0,44.0,32.0,35.0,21.0,120.0,1727.0,CA1910067,Large,1727.0
90210,66.0,26.0,38.0,31.0,21.0,25.0,26.0,14.0,20.0,19.0,407.0,693.0,CA1910067,Large,693.0
90212,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,CA1910067,Large,9.0
90230,293.0,247.0,132.0,115.0,100.0,57.0,54.0,36.0,45.0,31.0,198.0,1308.0,CA1910067,Large,1308.0
90232,62.0,47.0,13.0,18.0,9.0,7.0,8.0,5.0,4.0,3.0,14.0,190.0,CA1910067,Large,190.0
90247,279.0,257.0,189.0,161.0,113.0,92.0,58.0,68.0,44.0,32.0,301.0,1594.0,CA1910067,Large,1594.0
90248,94.0,86.0,64.0,52.0,46.0,35.0,25.0,26.0,23.0,13.0,101.0,565.0,CA1910067,Large,565.0
90272,267.0,143.0,109.0,87.0,55.0,86.0,54.0,46.0,36.0,44.0,360.0,1287.0,CA1910067,Large,1287.0
90291,1252.0,904.0,567.0,362.0,278.0,194.0,171.0,114.0,99.0,88.0,535.0,4564.0,CA1910067,Large,4564.0
90292,671.0,510.0,302.0,213.0,136.0,111.0,72.0,62.0,48.0,46.0,295.0,2466.0,CA1910067,Large,2466.0
90293,492.0,380.0,189.0,104.0,87.0,61.0,51.0,46.0,30.0,27.0,198.0,1665.0,CA1910067,Large,1665.0
90305,5.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,20.0,CA1910067,Large,20.0
90402,20.0,19.0,12.0,13.0,11.0,10.0,7.0,6.0,4.0,2.0,52.0,156.0,CA1910067,Large,156.0
90403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CA1910067,Large,1.0
90405,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CA1910067,Large,1.0
90501,654.0,552.0,339.0,287.0,191.0,137.0,107.0,102.0,74.0,52.0,386.0,2881.0,CA1910067,Large,2881.0
90710,648.0,507.0,368.0,267.0,208.0,137.0,106.0,88.0,68.0,59.0,450.0,2906.0,CA1910067,Large,2906.0
90717,27.0,13.0,18.0,8.0,6.0,7.0,8.0,3.0,5.0,7.0,38.0,140.0,CA1910067,Large,140.0
90731,1951.0,1718.0,1275.0,932.0,667.0,549.0,437.0,364.0,293.0,249.0,1500.0,9935.0,CA1910067,Large,9935.0
90732,380.0,344.0,276.0,188.0,149.0,116.0,103.0,94.0,82.0,52.0,462.0,2246.0,CA1910067,Large,2246.0
90744,1308.0,1152.0,789.0,599.0,432.0,356.0,250.0,219.0,205.0,184.0,1309.0,6803.0,CA1910067,Large,6803.0
91040,268.0,195.0,204.0,168.0,142.0,141.0,122.0,137.0,79.0,76.0,784.0,2316.0,CA1910067,Large,2316.0
91042,473.0,493.0,410.0,362.0,307.0,227.0,180.0,175.0,139.0,134.0,1137.0,4037.0,CA1910067,Large,4037.0
91105,5.0,4.0,3.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,20.0,CA1910067,Large,20.0
91214,4.0,7.0,1.0,1.0,4.0,4.0,1.0,0.0,3.0,2.0,12.0,39.0,CA1910067,Large,39.0
91302,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,CA1910067,Large,5.0
91303,1022.0,825.0,584.0,475.0,376.0,331.0,272.0,180.0,172.0,132.0,1135.0,5504.0,CA1910067,Large,5504.0
91304,1004.0,921.0,796.0,633.0,575.0,445.0,427.0,304.0,325.0,284.0,2509.0,8223.0,CA1910067,Large,8223.0
91306,699.0,627.0,579.0,487.0,396.0,325.0,278.0,240.0,224.0,217.0,2049.0,6121.0,CA1910067,Large,6121.0
91307,119.0,108.0,113.0,137.0,156.0,132.0,131.0,140.0,146.0,120.0,1416.0,2718.0,CA1910067,Large,2718.0
91311,465.0,409.0,404.0,344.0,276.0,277.0,234.0,186.0,178.0,167.0,1812.0,4752.0,CA1910067,Large,4752.0
91316,697.0,560.0,413.0,338.0,300.0,210.0,164.0,158.0,126.0,97.0,1213.0,4276.0,CA1910067,Large,4276.0
91324,654.0,543.0,447.0,334.0,275.0,223.0,185.0,173.0,145.0,128.0,1172.0,4279.0,CA1910067,Large,4279.0
91325,790.0,637.0,463.0,365.0,283.0,236.0,201.0,158.0,139.0,101.0,1355.0,4728.0,CA1910067,Large,4728.0
91326,395.0,298.0,241.0,197.0,201.0,178.0,150.0,154.0,130.0,118.0,1491.0,3553.0,CA1910067,Large,3553.0
91330,24.0,10.0,5.0,7.0,1.0,3.0,2.0,0.0,2.0,1.0,5.0,60.0,CA1910067,Large,60.0
91331,920.0,764.0,664.0,660.0,576.0,460.0,432.0,335.0,293.0,304.0,2803.0,8211.0,CA1910067,Large,8211.0
91335,1312.0,1060.0,858.0,681.0,545.0,460.0,379.0,327.0,278.0,252.0,2600.0,8752.0,CA1910067,Large,8752.0
91340,91.0,77.0,77.0,64.0,46.0,39.0,35.0,24.0,36.0,17.0,277.0,783.0,CA1910067,Large,783.0
91342,973.0,944.0,740.0,601.0,491.0,415.0,353.0,346.0,274.0,247.0,2672.0,8056.0,CA1910067,Large,8056.0
91343,1051.0,971.0,816.0,640.0,546.0,462.0,397.0,365.0,278.0,235.0,2320.0,8081.0,CA1910067,Large,8081.0
91344,503.0,397.0,368.0,323.0,272.0,264.0,233.0,211.0,159.0,178.0,2117.0,5025.0,CA1910067,Large,5025.0
91345,181.0,158.0,128.0,103.0,101.0,77.0,94.0,71.0,48.0,50.0,680.0,1691.0,CA1910067,Large,1691.0
91352,654.0,639.0,503.0,442.0,346.0,353.0,252.0,208.0,214.0,168.0,1722.0,5501.0,CA1910067,Large,5501.0
91356,554.0,436.0,307.0,231.0,190.0,158.0,125.0,129.0,98.0,99.0,1063.0,3390.0,CA1910067,Large,3390.0
91364,360.0,294.0,213.0,207.0,140.0,134.0,118.0,95.0,87.0,99.0,1023.0,2770.0,CA1910067,Large,2770.0
91367,1077.0,787.0,554.0,432.0,361.0,310.0,272.0,235.0,190.0,152.0,1871.0,6241.0,CA1910067,Large,6241.0
91401,1047.0,902.0,618.0,462.0,390.0,310.0,237.0,183.0,156.0,155.0,1282.0,5742.0,CA1910067,Large,5742.0
91402,1516.0,1353.0,1104.0,880.0,761.0,578.0,471.0,407.0,352.0,276.0,2236.0,9934.0,CA1910067,Large,9934.0
91403,686.0,653.0,492.0,408.0,248.0,232.0,148.0,139.0,126.0,126.0,964.0,4222.0,CA1910067,Large,4222.0
91405,1603.0,1383.0,1058.0,785.0,652.0,512.0,386.0,325.0,245.0,235.0,1637.0,8821.0,CA1910067,Large,8821.0
91406,1347.0,1120.0,881.0,719.0,522.0,465.0,386.0,333.0,288.0,234.0,2174.0,8469.0,CA1910067,Large,8469.0
91411,734.0,658.0,576.0,392.0,312.0,251.0,209.0,146.0,146.0,114.0,914.0,4452.0,CA1910067,Large,4452.0
91423,849.0,702.0,523.0,362.0,288.0,233.0,191.0,149.0,128.0,91.0,988.0,4504.0,CA1910067,Large,4504.0
91436,134.0,91.0,73.0,56.0,67.0,55.0,39.0,37.0,43.0,41.0,785.0,1421.0,CA1910067,Large,1421.0
91504,37.0,33.0,44.0,21.0,24.0,17.0,20.0,19.0,15.0,10.0,75.0,315.0,CA1910067,Large,315.0
91505,13.0,7.0,7.0,8.0,5.0,2.0,2.0,3.0,4.0,2.0,21.0,74.0,CA1910067,Large,74.0
91601,1580.0,1210.0,833.0,625.0,456.0,367.0,290.0,235.0,191.0,183.0,1177.0,7147.0,CA1910067,Large,7147.0
91602,566.0,433.0,268.0,166.0,168.0,118.0,92.0,74.0,62.0,67.0,415.0,2429.0,CA1910067,Large,2429.0
91604,781.0,545.0,404.0,291.0,232.0,179.0,142.0,116.0,112.0,87.0,832.0,3721.0,CA1910067,Large,3721.0
91605,1256.0,1068.0,836.0,621.0,511.0,426.0,344.0,288.0,240.0,197.0,1845.0,7632.0,CA1910067,Large,7632.0
91606,1183.0,926.0,584.0,448.0,329.0,284.0,253.0,171.0,154.0,129.0,1249.0,5710.0,CA1910067,Large,5710.0
91607,875.0,654.0,447.0,327.0,244.0,173.0,139.0,126.0,126.0,107.0,711.0,3929.0,CA1910067,Large,3929.0
93513,35.0,34.0,31.0,18.0,9.0,6.0,11.0,8.0,4.0,4.0,19.0,179.0,CA1910067,Large,179.0
93514,139.0,114.0,57.0,55.0,29.0,18.0,11.0,7.0,8.0,3.0,31.0,472.0,CA1910067,Large,472.0
93522,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,CA1910067,Large,10.0
93526,26.0,23.0,8.0,9.0,1.0,4.0,4.0,1.0,0.0,0.0,5.0,81.0,CA1910067,Large,81.0
93545,79.0,74.0,51.0,24.0,18.0,21.0,11.0,5.0,6.0,6.0,26.0,321.0,CA1910067,Large,321.0
93549,22.0,7.0,3.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,51.0,CA1910067,Large,51.0
90277,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,CA1910213,Large,2.0
90278,14.0,13.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,44.0,CA1910213,Large,44.0
90501,214.0,165.0,101.0,67.0,53.0,27.0,23.0,20.0,18.0,16.0,42.0,746.0,CA1910213,Large,746.0
90503,57.0,68.0,52.0,40.0,22.0,11.0,8.0,6.0,5.0,5.0,10.0,284.0,CA1910213,Large,284.0
90504,253.0,270.0,205.0,118.0,58.0,46.0,35.0,26.0,18.0,13.0,51.0,1093.0,CA1910213,Large,1093.0
90505,321.0,179.0,131.0,93.0,57.0,35.0,25.0,26.0,24.0,24.0,57.0,972.0,CA1910213,Large,972.0
94066,162.0,329.0,502.0,278.0,173.0,101.0,73.0,46.0,37.0,24.0,294.0,2019.0,CA4110023,Large,2019.0
