Zip Code,Less than $100,$100-$200,$200-$300,$300-$400,$400-$500,$500-$600,$600-$700,$700-$800,$800-$900,$900-$1000,More than $1000,Total number of delinquent residential accounts,PWSID,Size,row sum
94040,16.0,12.0,23.0,19.0,14.0,7.0,10.0,8.0,6.0,5.0,27.0,147.0,CA4310007,Large,147.0
94041,10.0,11.0,16.0,11.0,5.0,4.0,4.0,8.0,6.0,1.0,19.0,95.0,CA4310007,Large,95.0
94043,12.0,32.0,41.0,26.0,20.0,11.0,8.0,11.0,12.0,12.0,30.0,215.0,CA4310007,Large,215.0
92201,17.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,CA3310001,Large,26.0
92203,41.0,10.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,60.0,CA3310001,Large,60.0
92210,45.0,6.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,61.0,CA3310001,Large,61.0
92211,362.0,25.0,12.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,409.0,CA3310001,Large,409.0
92234,389.0,72.0,30.0,20.0,5.0,3.0,1.0,2.0,2.0,0.0,2.0,526.0,CA3310001,Large,526.0
92253,366.0,58.0,26.0,9.0,5.0,11.0,2.0,4.0,3.0,1.0,4.0,489.0,CA3310001,Large,489.0
92254,85.0,13.0,7.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,114.0,CA3310001,Large,114.0
92257,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,CA3310001,Large,16.0
92260,392.0,60.0,21.0,10.0,3.0,2.0,0.0,3.0,1.0,1.0,5.0,498.0,CA3310001,Large,498.0
92270,230.0,37.0,14.0,8.0,3.0,4.0,1.0,0.0,3.0,0.0,5.0,305.0,CA3310001,Large,305.0
92274,34.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,CA3310001,Large,52.0
92276,159.0,22.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,198.0,CA3310001,Large,198.0
92508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CA3310009,Large,1.0
92543,61.0,50.0,28.0,16.0,7.0,7.0,4.0,9.0,7.0,7.0,13.0,209.0,CA3310009,Large,209.0
92544,5.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0,CA3310009,Large,15.0
92545,250.0,155.0,50.0,61.0,29.0,26.0,17.0,24.0,14.0,11.0,50.0,687.0,CA3310009,Large,687.0
92548,54.0,0.0,13.0,19.0,10.0,12.0,12.0,4.0,2.0,1.0,17.0,144.0,CA3310009,Large,144.0
92551,326.0,140.0,83.0,50.0,56.0,48.0,31.0,23.0,31.0,23.0,83.0,894.0,CA3310009,Large,894.0
92552,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,8.0,CA3310009,Large,8.0
92553,557.0,273.0,130.0,113.0,79.0,60.0,58.0,58.0,43.0,37.0,118.0,1526.0,CA3310009,Large,1526.0
92555,384.0,195.0,96.0,73.0,50.0,27.0,41.0,50.0,23.0,21.0,86.0,1046.0,CA3310009,Large,1046.0
92557,476.0,261.0,118.0,71.0,55.0,55.0,48.0,55.0,40.0,33.0,119.0,1331.0,CA3310009,Large,1331.0
92562,75.0,54.0,7.0,12.0,8.0,5.0,9.0,5.0,4.0,4.0,12.0,195.0,CA3310009,Large,195.0
92563,603.0,432.0,110.0,63.0,40.0,32.0,39.0,33.0,27.0,16.0,80.0,1475.0,CA3310009,Large,1475.0
92564,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CA3310009,Large,1.0
92567,16.0,14.0,6.0,3.0,2.0,3.0,0.0,0.0,2.0,4.0,2.0,52.0,CA3310009,Large,52.0
92570,241.0,205.0,87.0,56.0,43.0,41.0,31.0,23.0,19.0,15.0,104.0,865.0,CA3310009,Large,865.0
92571,388.0,239.0,125.0,88.0,78.0,55.0,49.0,46.0,33.0,24.0,185.0,1310.0,CA3310009,Large,1310.0
92582,181.0,110.0,58.0,21.0,27.0,22.0,21.0,19.0,18.0,6.0,28.0,511.0,CA3310009,Large,511.0
92583,138.0,57.0,24.0,27.0,10.0,10.0,16.0,8.0,9.0,8.0,26.0,333.0,CA3310009,Large,333.0
92584,831.0,712.0,194.0,97.0,62.0,43.0,38.0,30.0,20.0,31.0,103.0,2161.0,CA3310009,Large,2161.0
92585,188.0,127.0,35.0,21.0,27.0,14.0,11.0,13.0,15.0,15.0,33.0,499.0,CA3310009,Large,499.0
92586,550.0,202.0,58.0,33.0,23.0,21.0,16.0,20.0,13.0,5.0,31.0,972.0,CA3310009,Large,972.0
92587,203.0,59.0,24.0,18.0,7.0,13.0,3.0,5.0,5.0,8.0,17.0,362.0,CA3310009,Large,362.0
92591,30.0,24.0,12.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,7.0,82.0,CA3310009,Large,82.0
92592,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,CA3310009,Large,3.0
92596,466.0,282.0,84.0,32.0,29.0,22.0,11.0,15.0,19.0,6.0,65.0,1031.0,CA3310009,Large,1031.0
93257,1081.0,740.0,355.0,210.0,151.0,101.0,84.0,76.0,46.0,27.0,42.0,2913.0,CA5410010,Large,2913.0
90008,38.0,19.0,16.0,7.0,6.0,4.0,4.0,2.0,3.0,1.0,3.0,103.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,103.0
90043,277.0,157.0,72.0,37.0,27.0,12.0,13.0,7.0,7.0,2.0,29.0,640.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,640.0
90056,100.0,80.0,33.0,20.0,14.0,10.0,5.0,6.0,2.0,1.0,14.0,285.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,285.0
90302,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,10.0
91008,7.0,5.0,9.0,4.0,7.0,3.0,2.0,1.0,4.0,1.0,20.0,63.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,63.0
91010,433.0,228.0,101.0,49.0,24.0,24.0,15.0,8.0,5.0,4.0,9.0,900.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,900.0
91016,29.0,13.0,7.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,60.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,60.0
91706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,1.0
95441,17.0,11.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,37.0
93601,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,3.0
93614,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,7.0
93644,48.0,41.0,19.0,14.0,11.0,10.0,8.0,3.0,2.0,1.0,7.0,164.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,164.0
93653,7.0,7.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,27.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,27.0
95403,139.0,103.0,38.0,27.0,16.0,12.0,5.0,5.0,1.0,4.0,24.0,374.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,374.0
95404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,1.0
95439,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,12.0
95492,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,4.0
95301,11.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,23.0
95348,153.0,71.0,26.0,15.0,9.0,6.0,5.0,0.0,2.0,1.0,1.0,289.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,289.0
95610,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,10.0
95621,963.0,379.0,166.0,82.0,66.0,39.0,26.0,25.0,16.0,6.0,42.0,1810.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,1810.0
95626,41.0,24.0,11.0,14.0,7.0,6.0,3.0,4.0,1.0,1.0,5.0,117.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,117.0
95628,87.0,41.0,10.0,6.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,152.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,152.0
95641,58.0,15.0,3.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,90.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,90.0
95646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,1.0
95670,142.0,71.0,22.0,18.0,9.0,14.0,8.0,3.0,3.0,3.0,11.0,304.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,304.0
95690,12.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,28.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,28.0
95747,51.0,47.0,29.0,17.0,11.0,2.0,8.0,3.0,6.0,4.0,17.0,195.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,195.0
95820,38.0,9.0,6.0,6.0,3.0,4.0,1.0,1.0,2.0,2.0,0.0,72.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,72.0
95822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,1.0
95823,377.0,141.0,59.0,64.0,33.0,35.0,13.0,17.0,9.0,6.0,21.0,775.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,775.0
95824,471.0,96.0,49.0,53.0,33.0,25.0,23.0,7.0,0.0,6.0,6.0,769.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,769.0
95825,111.0,21.0,8.0,7.0,3.0,2.0,3.0,2.0,0.0,1.0,4.0,162.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,162.0
95826,607.0,237.0,118.0,67.0,41.0,25.0,23.0,17.0,10.0,6.0,25.0,1176.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,1176.0
95827,381.0,159.0,72.0,45.0,36.0,23.0,16.0,9.0,10.0,8.0,29.0,788.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,788.0
95828,852.0,412.0,216.0,130.0,86.0,60.0,45.0,34.0,27.0,14.0,83.0,1959.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,1959.0
95829,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,3.0
95841,124.0,37.0,16.0,18.0,7.0,2.0,8.0,3.0,3.0,2.0,10.0,230.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,230.0
95842,232.0,102.0,42.0,26.0,18.0,16.0,13.0,4.0,4.0,3.0,11.0,471.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,471.0
95843,912.0,395.0,157.0,92.0,62.0,28.0,28.0,16.0,25.0,10.0,52.0,1777.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,1777.0
91007,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,10.0
91107,24.0,13.0,6.0,10.0,2.0,3.0,4.0,0.0,1.0,0.0,3.0,66.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,66.0
91108,63.0,73.0,38.0,43.0,20.0,15.0,11.0,6.0,4.0,5.0,37.0,315.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,315.0
91731,36.0,13.0,9.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,67.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,67.0
91770,139.0,54.0,21.0,19.0,7.0,6.0,6.0,1.0,2.0,0.0,11.0,266.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,266.0
91775,48.0,30.0,13.0,10.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,113.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,113.0
91776,22.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,35.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,35.0
91780,143.0,53.0,29.0,13.0,8.0,1.0,2.0,2.0,2.0,1.0,3.0,257.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,257.0
91320,389.0,257.0,115.0,63.0,45.0,28.0,25.0,13.0,12.0,6.0,43.0,996.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,996.0
91360,427.0,244.0,134.0,70.0,54.0,32.0,19.0,15.0,5.0,6.0,42.0,1048.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,1048.0
91361,20.0,4.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,6.0,40.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,40.0
93010,9.0,3.0,7.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,30.0,"CA1910052,CA1910186,CA4910024,CA4910023,CA2410008,CA1910139,CA3410031,CA3410010,CA3410017,CA3410013,CA3110150,CA3410027,CA3410045,CA3410047,CA3410012",Large,30.0
93257,5.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,CA5410016,Large,10.0
93274,32.0,11.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,CA5410016,Large,53.0
93277,1340.0,483.0,188.0,82.0,41.0,10.0,7.0,7.0,3.0,3.0,5.0,2169.0,CA5410016,Large,2169.0
93291,1398.0,543.0,249.0,109.0,53.0,15.0,6.0,4.0,3.0,3.0,2.0,2385.0,CA5410016,Large,2385.0
93292,1111.0,363.0,146.0,53.0,33.0,11.0,6.0,3.0,0.0,1.0,1.0,1728.0,CA5410016,Large,1728.0
95060,34.1978315262719,53.73944954128441,31.75512927439533,21.98432026688907,14.65621351125938,12.21351125938282,9.770809007506255,7.328106755629691,4.885404503753128,4.885404503753128,48.85404503753128,244.2702251876564,CA4410010,Large,244.27022518765642
95062,28.31292743953295,44.49174311926605,26.2905754795663,18.20116763969975,12.13411175979983,10.11175979983319,8.089407839866556,6.067055879899916,4.044703919933278,4.044703919933278,40.44703919933278,202.2351959966639,CA4410010,Large,202.23519599666386
95065,5.974578815679735,9.38862385321101,5.547823185988324,3.840800667222686,2.560533778148457,2.133778148457048,1.707022518765638,1.280266889074229,0.8535112593828191,0.8535112593828191,8.535112593828192,42.67556296914096,CA4410010,Large,42.675562969140955
95073,7.67466221851543,12.06018348623853,7.126472060050042,4.93371142618849,3.289140950792327,2.740950792326939,2.192760633861552,1.644570475396163,1.096380316930776,1.096380316930776,10.96380316930776,54.81901584653879,CA4410010,Large,54.81901584653879
92220,486.0,92.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,CA3310006,Large,591.0
92877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA3310037,Large,0.0
92878,248.0,243.0,39.0,36.0,20.0,23.0,23.0,9.0,4.0,7.0,7.0,659.0,CA3310037,Large,659.0
92879,305.0,897.0,240.0,105.0,54.0,39.0,27.0,25.0,17.0,15.0,35.0,1759.0,CA3310037,Large,1759.0
92880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA3310037,Large,0.0
92881,240.0,236.0,91.0,34.0,26.0,20.0,18.0,8.0,7.0,12.0,24.0,716.0,CA3310037,Large,716.0
92882,615.0,896.0,221.0,102.0,54.0,48.0,50.0,45.0,37.0,28.0,50.0,2146.0,CA3310037,Large,2146.0
92883,117.0,113.0,46.0,20.0,19.0,19.0,11.0,11.0,5.0,8.0,29.0,398.0,CA3310037,Large,398.0
95307,15.0,465.0,261.0,330.0,158.0,96.0,53.0,34.0,42.0,25.0,241.0,1720.0,CA5010028,Large,1720.0
95351,2.0,76.0,42.0,62.0,23.0,14.0,12.0,12.0,6.0,8.0,38.0,295.0,CA5010028,Large,295.0
93555,1338.0,410.0,73.0,43.0,21.0,28.0,8.0,5.0,4.0,8.0,10.0,1948.0,CA1510017,Large,1948.0
94945,29.0,19.0,15.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,86.0,CA2110003,Large,86.0
94947,232.0,62.0,30.0,19.0,9.0,9.0,1.0,1.0,3.0,2.0,0.0,368.0,CA2110003,Large,368.0
94949,138.0,39.0,19.0,17.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,225.0,CA2110003,Large,225.0
92392,215.0,143.0,337.0,424.0,256.0,130.0,98.0,64.0,43.0,30.0,98.0,1838.0,CA3610052,Large,1838.0
92394,108.0,76.0,108.0,201.0,135.0,72.0,60.0,42.0,33.0,25.0,51.0,911.0,CA3610052,Large,911.0
92395,109.0,87.0,189.0,169.0,121.0,66.0,33.0,29.0,21.0,22.0,51.0,897.0,CA3610052,Large,897.0
92503,25.0,29.0,22.0,15.0,13.0,3.0,5.0,5.0,5.0,3.0,19.0,144.0,CA3310049,Large,144.0
92504,22.0,18.0,11.0,7.0,7.0,4.0,4.0,6.0,1.0,4.0,20.0,104.0,CA3310049,Large,104.0
92506,9.0,13.0,5.0,7.0,3.0,2.0,4.0,2.0,3.0,3.0,8.0,59.0,CA3310049,Large,59.0
92507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CA3310049,Large,1.0
92508,66.0,69.0,42.0,27.0,21.0,20.0,14.0,8.0,15.0,7.0,32.0,321.0,CA3310049,Large,321.0
92570,25.0,20.0,17.0,13.0,4.0,6.0,6.0,5.0,6.0,0.0,11.0,113.0,CA3310049,Large,113.0
90623,27.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,41.0
90630,1385.0,6567.0,2094.0,555.0,255.0,106.0,48.0,27.0,13.0,9.0,20.0,11079.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,11079.0
90680,1748.0,1790.0,432.0,134.0,53.0,23.0,9.0,5.0,3.0,0.0,13.0,4210.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,4210.0
90720,1237.0,2222.0,711.0,200.0,79.0,31.0,21.0,9.0,4.0,7.0,12.0,4533.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,4533.0
92780,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,4.0
92804,113.0,164.0,65.0,27.0,10.0,7.0,4.0,2.0,0.0,0.0,1.0,393.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,393.0
92807,24.0,68.0,19.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,119.0
92831,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,1.0
92841,78.0,127.0,35.0,8.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,259.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,259.0
92870,2238.0,3924.0,1329.0,402.0,148.0,68.0,33.0,20.0,16.0,9.0,14.0,8201.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,8201.0
92886,407.0,483.0,155.0,56.0,24.0,7.0,8.0,4.0,1.0,2.0,0.0,1147.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,1147.0
93063,1778.0,2897.0,892.0,288.0,117.0,44.0,32.0,11.0,8.0,6.0,7.0,6080.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,6080.0
93065,1652.0,3682.0,1142.0,412.0,163.0,75.0,29.0,26.0,12.0,5.0,23.0,7221.0,"CA3410015,CA4210016,CA5610059,CA3010035,CA3010022",Large,7221.0
