"","variable","srv.total.unadjusted","srv.SE.unadjusted","post.strat.total","post.strate.SE","srv.total.unweighted","srv.SE.unweighted"
"1","`Total number of delinquent residential accounts`",166564.048907944,17584.243290413,170403.936606122,17927.4106395869,95606.2702251877,10093.1979424792
