"","variable","srv.total","srv.SE","post.strat.total","post.strate.SE","srv.total.unadjusted","srv.SE.unadjusted","srv.total.unweighted","srv.SE.unweighted","srv.total.imputed.volunteers","srv.SE.imputed.volunteers"
"1","delinquent_amount_dollars",53566965.4859142,2305145.93448102,57595915.6478213,2470236.21838775,42872919.7176692,1728194.93222038,29264024.6,1130438.86350835,54618203.2210849,3955576.00715643
