"","variable","srv.total.unadjusted","srv.SE.unadjusted","post.strat.total","post.strate.SE","srv.total.unweighted","srv.SE.unweighted"
"1","dollars_del_acc_TotR",1143909455.37914,533991657.101928,737938711.415092,215985228.383747,656593768.11,306506422.013662
