"","variable","srv.Mean","srv.SE","post.strat.Mean","post.strate.SE","srv.Mean.unadjusted","srv.SE.unadjusted","srv.Mean.unweighted","srv.SE.unweighted","srv.mean.imputed.volunteers","srv.SE.imputed.volunteers"
"1","cash_reserve_total",2598181.10634322,357593.515879888,2777232.25370387,379886.458181338,2885224.33637468,376400.063554128,6253564.70769231,508603.410430659,2714119.12085042,347477.401049232
"2","cash_reserve_restricted",1174506.50246651,176728.179741124,1247737.21342809,187778.501124262,1294389.07752452,188058.594432016,2717783.33621795,271316.128318401,1208981.87981771,173501.573990146
"3","cash_reserve_unrestricted",1423099.1057664,190613.091041055,1528903.07812914,202046.88619512,1590226.29116455,199373.448394289,3534690.97403846,274817.518242444,1510729.50966388,185246.680834763
"4","months_before_assist_num",5.46961632947604,0.109054060218214,5.46614893515278,0.105298554821264,5.44742599981026,0.112897352849831,5.25,0.0698904073168485,5.46491020855713,0.104853832829924
"5","delinquent_num_acc",116.842693104519,12.3033904600805,123.803253502876,12.6260560407711,132.376152668368,12.7767565995825,326.858974358974,21.2170534949589,125.786471503436,11.8749504277039
"6","delinquent_amount_dollars",39570.6829215907,3948.8522954487,41953.4905754651,4077.52538711097,44920.1848215348,4073.11907646521,112497.611730769,6975.39366256375,43805.2290673614,3874.32112228412
