GEO_ID,NAME,Median_12month_HH_Income,B19013_001MarginOfError
1400000US06013377000,"Census Tract 3770, Contra Costa County, California",37332,4775
1400000US06067008134,"Census Tract 81.34, Sacramento County, California",57557,6465
1400000US06037920035,"Census Tract 9200.35, Los Angeles County, California",79890,10477
1400000US06071001311,"Census Tract 13.11, San Bernardino County, California",84421,12329
1400000US06081607500,"Census Tract 6075, San Mateo County, California",118281,15105
1400000US06111000600,"Census Tract 6, Ventura County, California",35413,3846
1400000US06111007904,"Census Tract 79.04, Ventura County, California",104808,15241
1400000US06037700502,"Census Tract 7005.02, Los Angeles County, California",76765,15015
1400000US06037702801,"Census Tract 7028.01, Los Angeles County, California",56912,15570
1400000US06095250104,"Census Tract 2501.04, Solano County, California",94653,16208
1400000US06067008008,"Census Tract 80.08, Sacramento County, California",93564,17670
1400000US06037534802,"Census Tract 5348.02, Los Angeles County, California",51938,11817
1400000US06029002600,"Census Tract 26, Kern County, California",33672,5132
1400000US06095253402,"Census Tract 2534.02, Solano County, California",71932,5955
1400000US06111008401,"Census Tract 84.01, Ventura County, California",76359,23977
1400000US06095250105,"Census Tract 2501.05, Solano County, California",92572,17547
1400000US06037103200,"Census Tract 1032, Los Angeles County, California",71346,15358
1400000US06001422000,"Census Tract 4220, Alameda County, California",91369,13297
1400000US06059099238,"Census Tract 992.38, Orange County, California",137795,18897
1400000US06059062629,"Census Tract 626.29, Orange County, California",131513,12024
1400000US06037531603,"Census Tract 5316.03, Los Angeles County, California",42781,3113
1400000US06037534001,"Census Tract 5340.01, Los Angeles County, California",43942,6019
1400000US06029005103,"Census Tract 51.03, Kern County, California",52344,13298
1400000US06037139401,"Census Tract 1394.01, Los Angeles County, California",63048,12156
1400000US06059052523,"Census Tract 525.23, Orange County, California",124625,16155
1400000US06037464000,"Census Tract 4640, Los Angeles County, California",99492,28577
1400000US06067001300,"Census Tract 13, Sacramento County, California",53913,2661
1400000US06061022014,"Census Tract 220.14, Placer County, California",75333,21214
1400000US06037236204,"Census Tract 2362.04, Los Angeles County, California",24828,7629
1400000US06001401600,"Census Tract 4016, Alameda County, California",53750,13155
1400000US06073014102,"Census Tract 141.02, San Diego County, California",62165,4888
1400000US06037480500,"Census Tract 4805, Los Angeles County, California",117143,18402
1400000US06037503105,"Census Tract 5031.05, Los Angeles County, California",66758,8366
1400000US06061020300,"Census Tract 203, Placer County, California",49735,12933
1400000US06071009713,"Census Tract 97.13, San Bernardino County, California",49458,5471
1400000US06111007903,"Census Tract 79.03, Ventura County, California",128833,11312
1400000US06059063806,"Census Tract 638.06, Orange County, California",106000,33131
1400000US06001401700,"Census Tract 4017, Alameda County, California",97472,18159
1400000US06061021204,"Census Tract 212.04, Placer County, California",82159,15652
1400000US06037213310,"Census Tract 2133.10, Los Angeles County, California",50337,6678
1400000US06073009201,"Census Tract 92.01, San Diego County, California",67375,12985
1400000US06037206032,"Census Tract 2060.32, Los Angeles County, California",35706,4582
1400000US06037131600,"Census Tract 1316, Los Angeles County, California",68214,11531
1400000US06061021109,"Census Tract 211.09, Placer County, California",116905,13248
1400000US06037651304,"Census Tract 6513.04, Los Angeles County, California",85896,13138
1400000US06053001802,"Census Tract 18.02, Monterey County, California",56375,9261
1400000US06037602103,"Census Tract 6021.03, Los Angeles County, California",37548,10316
1400000US06017030502,"Census Tract 305.02, El Dorado County, California",99570,32814
1400000US06037406402,"Census Tract 4064.02, Los Angeles County, California",113317,13700
1400000US06079010202,"Census Tract 102.02, San Luis Obispo County, California",59935,7661
1400000US06019001413,"Census Tract 14.13, Fresno County, California",88981,2529
1400000US06059062635,"Census Tract 626.35, Orange County, California",130054,20214
1400000US06073020211,"Census Tract 202.11, San Diego County, California",41687,12382
1400000US06081610400,"Census Tract 6104, San Mateo County, California",69006,9729
1400000US06067009103,"Census Tract 91.03, Sacramento County, California",59513,5287
1400000US06073014200,"Census Tract 142, San Diego County, California",80464,6876
1400000US06037224320,"Census Tract 2243.20, Los Angeles County, California",30273,7096
1400000US06083000102,"Census Tract 1.02, Santa Barbara County, California",72878,10527
1400000US06071009710,"Census Tract 97.10, San Bernardino County, California",41696,4122
1400000US06071004202,"Census Tract 42.02, San Bernardino County, California",42695,6694
1400000US06085502302,"Census Tract 5023.02, Santa Clara County, California",99844,26183
1400000US06037120030,"Census Tract 1200.30, Los Angeles County, California",27162,3070
1400000US06105000400,"Census Tract 4, Trinity County, California",33958,16093
1400000US06037211703,"Census Tract 2117.03, Los Angeles County, California",50498,5352
1400000US06073009507,"Census Tract 95.07, San Diego County, California",89464,15763
1400000US06019003103,"Census Tract 31.03, Fresno County, California",34512,10851
1400000US06001450300,"Census Tract 4503, Alameda County, California",121131,13028
1400000US06085505402,"Census Tract 5054.02, Santa Clara County, California",125810,15152
1400000US06041133000,"Census Tract 1330, Marin County, California",91399,7366
1400000US06037197420,"Census Tract 1974.20, Los Angeles County, California",60648,15872
1400000US06037920336,"Census Tract 9203.36, Los Angeles County, California",47614,8411
1400000US06065043512,"Census Tract 435.12, Riverside County, California",53000,12628
1400000US06071004603,"Census Tract 46.03, San Bernardino County, California",35661,10668
1400000US06029006201,"Census Tract 62.01, Kern County, California",37432,4046
1400000US06037502601,"Census Tract 5026.01, Los Angeles County, California",76800,7135
1400000US06073016201,"Census Tract 162.01, San Diego County, California",95170,15266
1400000US06019004205,"Census Tract 42.05, Fresno County, California",46526,10794
1400000US06059063008,"Census Tract 630.08, Orange County, California",100396,21307
1400000US06037540202,"Census Tract 5402.02, Los Angeles County, California",38842,2884
1400000US06073009801,"Census Tract 98.01, San Diego County, California",87047,11152
1400000US06101050202,"Census Tract 502.02, Sutter County, California",31348,5250
1400000US06073007400,"Census Tract 74, San Diego County, California",79423,9330
1400000US06013354001,"Census Tract 3540.01, Contra Costa County, California",166518,17690
1400000US06037403304,"Census Tract 4033.04, Los Angeles County, California",104079,16937
1400000US06099000911,"Census Tract 9.11, Stanislaus County, California",59716,7137
1400000US06085508404,"Census Tract 5084.04, Santa Clara County, California",168674,24707
1400000US06037405002,"Census Tract 4050.02, Los Angeles County, California",64181,6763
1400000US06037302103,"Census Tract 3021.03, Los Angeles County, California",49649,6518
1400000US06013306004,"Census Tract 3060.04, Contra Costa County, California",66455,3424
1400000US06001450602,"Census Tract 4506.02, Alameda County, California",151336,12927
1400000US06037122410,"Census Tract 1224.10, Los Angeles County, California",31397,10766
1400000US06079012503,"Census Tract 125.03, San Luis Obispo County, California",71466,12608
1400000US06083000600,"Census Tract 6, Santa Barbara County, California",105563,19388
1400000US06059032002,"Census Tract 320.02, Orange County, California",141786,14158
1400000US06059052518,"Census Tract 525.18, Orange County, California",95089,11245
1400000US06071004601,"Census Tract 46.01, San Bernardino County, California",63566,7291
1400000US06071010417,"Census Tract 104.17, San Bernardino County, California",50974,9766
1400000US06023001000,"Census Tract 10, Humboldt County, California",24250,7432
1400000US06037531502,"Census Tract 5315.02, Los Angeles County, California",42973,5021
1400000US06037211410,"Census Tract 2114.10, Los Angeles County, California",39605,10708
1400000US06037576001,"Census Tract 5760.01, Los Angeles County, California",74648,18062
1400000US06073002001,"Census Tract 20.01, San Diego County, California",142404,23950
1400000US06037533103,"Census Tract 5331.03, Los Angeles County, California",32000,5736
1400000US06037237300,"Census Tract 2373, Los Angeles County, California",34784,10809
1400000US06097150306,"Census Tract 1503.06, Sonoma County, California",64616,5067
1400000US06037920102,"Census Tract 9201.02, Los Angeles County, California",80135,39232
1400000US06073013203,"Census Tract 132.03, San Diego County, California",29209,6065
1400000US06037482600,"Census Tract 4826, Los Angeles County, California",69063,28242
1400000US06037311100,"Census Tract 3111, Los Angeles County, California",111128,13515
1400000US06037124105,"Census Tract 1241.05, Los Angeles County, California",44177,3379
1400000US06065940100,"Census Tract 9401, Riverside County, California",38068,5141
1400000US06095251804,"Census Tract 2518.04, Solano County, California",75250,7378
1400000US06085512020,"Census Tract 5120.20, Santa Clara County, California",90417,7979
1400000US06059063701,"Census Tract 637.01, Orange County, California",47336,10394
1400000US06073016605,"Census Tract 166.05, San Diego County, California",61875,6388
1400000US06099001300,"Census Tract 13, Stanislaus County, California",64977,15738
1400000US06037620701,"Census Tract 6207.01, Los Angeles County, California",113789,23437
1400000US06001443301,"Census Tract 4433.01, Alameda County, California",163654,22438
1400000US06073003404,"Census Tract 34.04, San Diego County, California",37348,14529
1400000US06037218210,"Census Tract 2182.10, Los Angeles County, California",34485,2538
1400000US06065045707,"Census Tract 457.07, Riverside County, California",28892,6562
1400000US06065041805,"Census Tract 418.05, Riverside County, California",82574,6340
1400000US06071002035,"Census Tract 20.35, San Bernardino County, California",94242,10932
1400000US06065043271,"Census Tract 432.71, Riverside County, California",68482,14077
1400000US06073018609,"Census Tract 186.09, San Diego County, California",63956,8014
1400000US06001440334,"Census Tract 4403.34, Alameda County, California",117353,8504
1400000US06017030302,"Census Tract 303.02, El Dorado County, California",36346,9230
1400000US06067009633,"Census Tract 96.33, Sacramento County, California",49324,6095
1400000US06097151602,"Census Tract 1516.02, Sonoma County, California",70644,6723
1400000US06037543321,"Census Tract 5433.21, Los Angeles County, California",85465,14642
1400000US06097152702,"Census Tract 1527.02, Sonoma County, California",75350,10639
1400000US06037294620,"Census Tract 2946.20, Los Angeles County, California",42829,6763
1400000US06071008301,"Census Tract 83.01, San Bernardino County, California",70536,18189
1400000US06019005405,"Census Tract 54.05, Fresno County, California",72094,6415
1400000US06075035201,"Census Tract 352.01, San Francisco County, California",102652,13703
1400000US06037221402,"Census Tract 2214.02, Los Angeles County, California",32841,9685
1400000US06089012303,"Census Tract 123.03, Shasta County, California",61063,13786
1400000US06045010400,"Census Tract 104, Mendocino County, California",51061,10113
1400000US06057000200,"Census Tract 2, Nevada County, California",79327,32686
1400000US06037228100,"Census Tract 2281, Los Angeles County, California",46278,10665
1400000US06037670201,"Census Tract 6702.01, Los Angeles County, California",144046,18906
1400000US06073015200,"Census Tract 152, San Diego County, California",111625,16201
1400000US06037464100,"Census Tract 4641, Los Angeles County, California",163092,25514
1400000US06001403900,"Census Tract 4039, Alameda County, California",89982,14542
1400000US06065042509,"Census Tract 425.09, Riverside County, California",49333,8673
1400000US06073002712,"Census Tract 27.12, San Diego County, California",40408,14541
1400000US06071002010,"Census Tract 20.10, San Bernardino County, California",124620,22024
1400000US06073020809,"Census Tract 208.09, San Diego County, California",85064,15795
1400000US06107000301,"Census Tract 3.01, Tulare County, California",54129,7971
1400000US06089011702,"Census Tract 117.02, Shasta County, California",40063,14912
1400000US06099002902,"Census Tract 29.02, Stanislaus County, California",74640,15286
1400000US06059074405,"Census Tract 744.05, Orange County, California",42098,5091
1400000US06037205110,"Census Tract 2051.10, Los Angeles County, California",44468,3610
1400000US06065046500,"Census Tract 465, Riverside County, California",22102,5603
1400000US06065042407,"Census Tract 424.07, Riverside County, California",70991,11402
1400000US06063000300,"Census Tract 3, Plumas County, California",53958,15221
1400000US06037239310,"Census Tract 2393.10, Los Angeles County, California",39479,5159
1400000US06037503601,"Census Tract 5036.01, Los Angeles County, California",87273,14906
1400000US06071010025,"Census Tract 100.25, San Bernardino County, California",44939,7469
1400000US06111005404,"Census Tract 54.04, Ventura County, California",97813,19600
1400000US06073003209,"Census Tract 32.09, San Diego County, California",63182,8535
1400000US06065030501,"Census Tract 305.01, Riverside County, California",48667,9900
1400000US06097152906,"Census Tract 1529.06, Sonoma County, California",101808,19828
1400000US06065048100,"Census Tract 481, Riverside County, California",118036,14441
1400000US06037271901,"Census Tract 2719.01, Los Angeles County, California",83438,15798
1400000US06007000401,"Census Tract 4.01, Butte County, California",65278,12330
1400000US06037189300,"Census Tract 1893, Los Angeles County, California",174943,20310
1400000US06037482521,"Census Tract 4825.21, Los Angeles County, California",59727,12983
1400000US06071002206,"Census Tract 22.06, San Bernardino County, California",81932,11309
1400000US06073013307,"Census Tract 133.07, San Diego County, California",84500,11168
1400000US06001420100,"Census Tract 4201, Alameda County, California",134750,12928
1400000US06067007204,"Census Tract 72.04, Sacramento County, California",60505,5289
1400000US06059074802,"Census Tract 748.02, Orange County, California",54302,8195
1400000US06001400600,"Census Tract 4006, Alameda County, California",127232,25110
1400000US06075016802,"Census Tract 168.02, San Francisco County, California",96071,28482
1400000US06097150610,"Census Tract 1506.10, Sonoma County, California",88986,8759
1400000US06037277100,"Census Tract 2771, Los Angeles County, California",128021,21331
1400000US06037209810,"Census Tract 2098.10, Los Angeles County, California",27399,4473
1400000US06071001101,"Census Tract 11.01, San Bernardino County, California",52295,8676
1400000US06059052514,"Census Tract 525.14, Orange County, California",101636,8715
1400000US06085503313,"Census Tract 5033.13, Santa Clara County, California",155565,12566
1400000US06067009326,"Census Tract 93.26, Sacramento County, California",125208,11391
1400000US06029001000,"Census Tract 10, Kern County, California",61333,24920
1400000US06059089003,"Census Tract 890.03, Orange County, California",59787,5265
1400000US06059099235,"Census Tract 992.35, Orange County, California",64534,11283
1400000US06059052519,"Census Tract 525.19, Orange County, California",100673,15153
1400000US06019003701,"Census Tract 37.01, Fresno County, California",40740,2775
1400000US06073020602,"Census Tract 206.02, San Diego County, California",66655,8840
1400000US06039000604,"Census Tract 6.04, Madera County, California",35208,6892
1400000US06029003809,"Census Tract 38.09, Kern County, California",103259,4615
1400000US06093000200,"Census Tract 2, Siskiyou County, California",34009,4015
1400000US06073015502,"Census Tract 155.02, San Diego County, California",102333,12972
1400000US06065042719,"Census Tract 427.19, Riverside County, California",57350,14833
1400000US06071011002,"Census Tract 110.02, San Bernardino County, California",79821,18857
1400000US06029000300,"Census Tract 3, Kern County, California",31365,11865
1400000US06073017109,"Census Tract 171.09, San Diego County, California",164327,34554
1400000US06037701602,"Census Tract 7016.02, Los Angeles County, California",99805,13720
1400000US06073017701,"Census Tract 177.01, San Diego County, California",80981,16967
1400000US06065044520,"Census Tract 445.20, Riverside County, California",40391,11417
1400000US06071003900,"Census Tract 39, San Bernardino County, California",56305,7352
1400000US06081600300,"Census Tract 6003, San Mateo County, California",123068,27443
1400000US06019004215,"Census Tract 42.15, Fresno County, California",74831,10168
1400000US06037533703,"Census Tract 5337.03, Los Angeles County, California",42786,7560
1400000US06065042521,"Census Tract 425.21, Riverside County, California",49348,7247
1400000US06061020715,"Census Tract 207.15, Placer County, California",74205,21763
1400000US06001431100,"Census Tract 4311, Alameda County, California",75446,11446
1400000US06059063906,"Census Tract 639.06, Orange County, California",64942,11264
1400000US06037577400,"Census Tract 5774, Los Angeles County, California",93059,9383
1400000US06071010902,"Census Tract 109.02, San Bernardino County, California",73676,11469
1400000US06065041702,"Census Tract 417.02, Riverside County, California",71793,9308
1400000US06037117101,"Census Tract 1171.01, Los Angeles County, California",79005,10890
1400000US06037551402,"Census Tract 5514.02, Los Angeles County, California",76057,4553
1400000US06037532200,"Census Tract 5322, Los Angeles County, California",50890,4738
1400000US06099000912,"Census Tract 9.12, Stanislaus County, California",95000,20398
1400000US06085508102,"Census Tract 5081.02, Santa Clara County, California",154976,37307
1400000US06081608501,"Census Tract 6085.01, San Mateo County, California",141053,11900
1400000US06111002901,"Census Tract 29.01, Ventura County, California",97802,17198
1400000US06073020709,"Census Tract 207.09, San Diego County, California",102072,6568
1400000US06037432601,"Census Tract 4326.01, Los Angeles County, California",59069,9452
1400000US06037533104,"Census Tract 5331.04, Los Angeles County, California",28681,4049
1400000US06075013200,"Census Tract 132, San Francisco County, California",188844,25366
1400000US06061021122,"Census Tract 211.22, Placer County, California",110905,30230
1400000US06081607000,"Census Tract 6070, San Mateo County, California",156389,31664
1400000US06037137302,"Census Tract 1373.02, Los Angeles County, California",134971,14430
1400000US06059110008,"Census Tract 1100.08, Orange County, California",107656,14305
1400000US06073004800,"Census Tract 48, San Diego County, California",32559,5009
1400000US06019004001,"Census Tract 40.01, Fresno County, California",53672,15137
1400000US06037206031,"Census Tract 2060.31, Los Angeles County, California",90590,12950
1400000US06037402301,"Census Tract 4023.01, Los Angeles County, California",48199,4250
1400000US06013321200,"Census Tract 3212, Contra Costa County, California",81804,15856
1400000US06067003204,"Census Tract 32.04, Sacramento County, California",38344,4578
1400000US06095252912,"Census Tract 2529.12, Solano County, California",120000,10860
1400000US06073004200,"Census Tract 42, San Diego County, California",114321,14562
1400000US06073010900,"Census Tract 109, San Diego County, California",115987,19598
1400000US06025011600,"Census Tract 116, Imperial County, California",41767,8687
1400000US06037310703,"Census Tract 3107.03, Los Angeles County, California",39623,10133
1400000US06037535200,"Census Tract 5352, Los Angeles County, California",47865,10698
1400000US06037571900,"Census Tract 5719, Los Angeles County, California",68333,27279
1400000US06029003304,"Census Tract 33.04, Kern County, California",61667,11781
1400000US06037577603,"Census Tract 5776.03, Los Angeles County, California",104989,14399
1400000US06071003405,"Census Tract 34.05, San Bernardino County, California",43542,5053
1400000US06065041004,"Census Tract 410.04, Riverside County, California",61300,8646
1400000US06081608100,"Census Tract 6081, San Mateo County, California",133267,15715
1400000US06103000800,"Census Tract 8, Tehama County, California",45000,5252
1400000US06089010704,"Census Tract 107.04, Shasta County, California",32841,6648
1400000US06059074111,"Census Tract 741.11, Orange County, California",93806,17895
1400000US06061020601,"Census Tract 206.01, Placer County, California",128898,8884
1400000US06025011500,"Census Tract 115, Imperial County, California",30028,5436
1400000US06097153003,"Census Tract 1530.03, Sonoma County, California",62574,6838
1400000US06037104124,"Census Tract 1041.24, Los Angeles County, California",84250,14640
1400000US06065041403,"Census Tract 414.03, Riverside County, California",73077,13977
1400000US06001436401,"Census Tract 4364.01, Alameda County, California",85920,8023
1400000US06037431700,"Census Tract 4317, Los Angeles County, California",106957,11338
1400000US06037400602,"Census Tract 4006.02, Los Angeles County, California",69436,7099
1400000US06037239801,"Census Tract 2398.01, Los Angeles County, California",42963,9471
1400000US06037191420,"Census Tract 1914.20, Los Angeles County, California",62073,8380
1400000US06037265602,"Census Tract 2656.02, Los Angeles County, California",122426,17130
1400000US06061021003,"Census Tract 210.03, Placer County, California",67648,14273
1400000US06037189201,"Census Tract 1892.01, Los Angeles County, California",40048,6234
1400000US06037530004,"Census Tract 5300.04, Los Angeles County, California",59938,8345
1400000US06071007407,"Census Tract 74.07, San Bernardino County, California",31010,4371
1400000US06037137501,"Census Tract 1375.01, Los Angeles County, California",85089,12672
1400000US06037238400,"Census Tract 2384, Los Angeles County, California",51420,15340
1400000US06059086301,"Census Tract 863.01, Orange County, California",78447,7959
1400000US06035040400,"Census Tract 404, Lassen County, California",55275,5079
1400000US06073019809,"Census Tract 198.09, San Diego County, California",89960,15309
1400000US06037700801,"Census Tract 7008.01, Los Angeles County, California",86216,13420
1400000US06037310202,"Census Tract 3102.02, Los Angeles County, California",80295,8549
1400000US06111001202,"Census Tract 12.02, Ventura County, California",109038,22678
1400000US06037141102,"Census Tract 1411.02, Los Angeles County, California",95391,14026
1400000US06081613300,"Census Tract 6133, San Mateo County, California",242250,39517
1400000US06053000101,"Census Tract 1.01, Monterey County, California",80369,8554
1400000US06073001000,"Census Tract 10, San Diego County, California",71532,8791
1400000US06037239330,"Census Tract 2393.30, Los Angeles County, California",34741,7587
1400000US06073018515,"Census Tract 185.15, San Diego County, California",84500,12937
1400000US06013304002,"Census Tract 3040.02, Contra Costa County, California",69097,16611
1400000US06053012600,"Census Tract 126, Monterey County, California",83333,21075
1400000US06065041906,"Census Tract 419.06, Riverside County, California",52917,11202
1400000US06073008701,"Census Tract 87.01, San Diego County, California",71964,20075
1400000US06067008210,"Census Tract 82.10, Sacramento County, California",94853,15828
1400000US06073018400,"Census Tract 184, San Diego County, California",48004,7165
1400000US06073013419,"Census Tract 134.19, San Diego County, California",109583,14855
1400000US06037500600,"Census Tract 5006, Los Angeles County, California",59375,17929
1400000US06071002025,"Census Tract 20.25, San Bernardino County, California",95052,10252
1400000US06037433802,"Census Tract 4338.02, Los Angeles County, California",70179,10107
1400000US06067009309,"Census Tract 93.09, Sacramento County, California",80350,10559
1400000US06001451101,"Census Tract 4511.01, Alameda County, California",155833,15643
1400000US06037910202,"Census Tract 9102.02, Los Angeles County, California",98341,14903
1400000US06081609201,"Census Tract 6092.01, San Mateo County, California",128707,29938
1400000US06041124200,"Census Tract 1242, Marin County, California",163118,22295
1400000US06001407000,"Census Tract 4070, Alameda County, California",58214,11700
1400000US06085508504,"Census Tract 5085.04, Santa Clara County, California",112813,13790
1400000US06037432202,"Census Tract 4322.02, Los Angeles County, California",50583,19927
1400000US06037238100,"Census Tract 2381, Los Angeles County, California",45900,9436
1400000US06059032049,"Census Tract 320.49, Orange County, California",147699,15451
1400000US06013336101,"Census Tract 3361.01, Contra Costa County, California",66250,12104
1400000US06037217200,"Census Tract 2172, Los Angeles County, California",64222,14103
1400000US06037104810,"Census Tract 1048.10, Los Angeles County, California",74145,9617
1400000US06059074107,"Census Tract 741.07, Orange County, California",70141,9736
1400000US06041126100,"Census Tract 1261, Marin County, California",207722,36847
1400000US06095252606,"Census Tract 2526.06, Solano County, California",45955,9754
1400000US06111000800,"Census Tract 8, Ventura County, California",75559,3841
1400000US06037261101,"Census Tract 2611.01, Los Angeles County, California",238125,27313
1400000US06037124102,"Census Tract 1241.02, Los Angeles County, California",46723,4241
1400000US06029006100,"Census Tract 61, Kern County, California",49038,13984
1400000US06037930301,"Census Tract 9303.01, Los Angeles County, California",75313,28801
1400000US06065030103,"Census Tract 301.03, Riverside County, California",45833,14932
1400000US06037297120,"Census Tract 2971.20, Los Angeles County, California",37571,7226
1400000US06085512314,"Census Tract 5123.14, Santa Clara County, California",80815,13503
1400000US06007001000,"Census Tract 10, Butte County, California",35371,5456
1400000US06037461600,"Census Tract 4616, Los Angeles County, California",61551,8336
1400000US06037530204,"Census Tract 5302.04, Los Angeles County, California",57125,15649
1400000US06065043401,"Census Tract 434.01, Riverside County, California",32820,6676
1400000US06071003611,"Census Tract 36.11, San Bernardino County, California",51545,3881
1400000US06013302006,"Census Tract 3020.06, Contra Costa County, California",101923,5153
1400000US06099000202,"Census Tract 2.02, Stanislaus County, California",64621,14042
1400000US06007003002,"Census Tract 30.02, Butte County, California",39508,7218
1400000US06097151310,"Census Tract 1513.10, Sonoma County, California",72955,11349
1400000US06037190700,"Census Tract 1907, Los Angeles County, California",37300,24565
1400000US06059062619,"Census Tract 626.19, Orange County, California",106750,18474
1400000US06019005520,"Census Tract 55.20, Fresno County, California",131458,18048
1400000US06023000300,"Census Tract 3, Humboldt County, California",43294,5042
1400000US06037403407,"Census Tract 4034.07, Los Angeles County, California",140119,18372
1400000US06059062639,"Census Tract 626.39, Orange County, California",121618,13432
1400000US06037111202,"Census Tract 1112.02, Los Angeles County, California",80521,10095
1400000US06067008905,"Census Tract 89.05, Sacramento County, California",68889,8441
1400000US06073010501,"Census Tract 105.01, San Diego County, California",70233,18996
1400000US06099002002,"Census Tract 20.02, Stanislaus County, California",37689,6931
1400000US06065045608,"Census Tract 456.08, Riverside County, California",145000,24490
1400000US06037406500,"Census Tract 4065, Los Angeles County, California",81250,11522
1400000US06085505202,"Census Tract 5052.02, Santa Clara County, California",73599,14140
1400000US06037261200,"Census Tract 2612, Los Angeles County, California",191250,43729
1400000US06037575401,"Census Tract 5754.01, Los Angeles County, California",31509,3819
1400000US06073019806,"Census Tract 198.06, San Diego County, California",106513,7099
1400000US06037600400,"Census Tract 6004, Los Angeles County, California",45357,17235
1400000US06037502901,"Census Tract 5029.01, Los Angeles County, California",86602,12928
1400000US06053011400,"Census Tract 114, Monterey County, California",55262,6749
1400000US06037460301,"Census Tract 4603.01, Los Angeles County, California",98015,13779
1400000US06071004004,"Census Tract 40.04, San Bernardino County, California",65027,18324
1400000US06037980015,"Census Tract 9800.15, Los Angeles County, California",54167,11654
1400000US06037401701,"Census Tract 4017.01, Los Angeles County, California",66875,11898
1400000US06037203800,"Census Tract 2038, Los Angeles County, California",43234,5374
1400000US06037553503,"Census Tract 5535.03, Los Angeles County, California",50000,5001
1400000US06059110010,"Census Tract 1100.10, Orange County, California",127670,14563
1400000US06019007500,"Census Tract 75, Fresno County, California",43036,10263
1400000US06037119342,"Census Tract 1193.42, Los Angeles County, California",52083,5962
1400000US06019006700,"Census Tract 67, Fresno County, California",51672,12744
1400000US06037208610,"Census Tract 2086.10, Los Angeles County, California",46797,9112
1400000US06045010300,"Census Tract 103, Mendocino County, California",47365,10191
1400000US06037404702,"Census Tract 4047.02, Los Angeles County, California",49646,9238
1400000US06059074901,"Census Tract 749.01, Orange County, California",46071,6714
1400000US06037301205,"Census Tract 3012.05, Los Angeles County, California",110670,6120
1400000US06013392300,"Census Tract 3923, Contra Costa County, California",155096,12279
1400000US06059099404,"Census Tract 994.04, Orange County, California",112264,10927
1400000US06067009606,"Census Tract 96.06, Sacramento County, California",42045,5071
1400000US06075061100,"Census Tract 611, San Francisco County, California",18990,2944
1400000US06085503210,"Census Tract 5032.10, Santa Clara County, California",80446,12379
1400000US06001436100,"Census Tract 4361, Alameda County, California",89083,18684
1400000US06037242600,"Census Tract 2426, Los Angeles County, California",16810,3833
1400000US06037134720,"Census Tract 1347.20, Los Angeles County, California",63510,8422
1400000US06067009616,"Census Tract 96.16, Sacramento County, California",76148,3044
1400000US06111005700,"Census Tract 57, Ventura County, California",90278,11119
1400000US06013320001,"Census Tract 3200.01, Contra Costa County, California",82969,16705
1400000US06065047000,"Census Tract 470, Riverside County, California",39219,24931
1400000US06079010002,"Census Tract 100.02, San Luis Obispo County, California",68510,5976
1400000US06037576401,"Census Tract 5764.01, Los Angeles County, California",41016,6671
1400000US06073020307,"Census Tract 203.07, San Diego County, California",59640,13088
1400000US06073010013,"Census Tract 100.13, San Diego County, California",39621,7252
1400000US06037264302,"Census Tract 2643.02, Los Angeles County, California",95222,14420
1400000US06007002300,"Census Tract 23, Butte County, California",42865,8297
1400000US06095252106,"Census Tract 2521.06, Solano County, California",99019,12643
1400000US06077004703,"Census Tract 47.03, San Joaquin County, California",83950,17058
1400000US06059099250,"Census Tract 992.50, Orange County, California",57774,12492
1400000US06073002705,"Census Tract 27.05, San Diego County, California",67648,12054
1400000US06067004001,"Census Tract 40.01, Sacramento County, California",60533,9983
1400000US06073013206,"Census Tract 132.06, San Diego County, California",41108,4507
1400000US06073020811,"Census Tract 208.11, San Diego County, California",110995,13572
1400000US06007002200,"Census Tract 22, Butte County, California",47639,13121
1400000US06067001800,"Census Tract 18, Sacramento County, California",54702,9495
1400000US06013313203,"Census Tract 3132.03, Contra Costa County, California",88804,11106
1400000US06047001402,"Census Tract 14.02, Merced County, California",53828,11075
1400000US06085504318,"Census Tract 5043.18, Santa Clara County, California",89712,21320
1400000US06055200505,"Census Tract 2005.05, Napa County, California",77717,10469
1400000US06097152000,"Census Tract 1520, Sonoma County, California",42763,6107
1400000US06065044200,"Census Tract 442, Riverside County, California",38455,8298
1400000US06013352101,"Census Tract 3521.01, Contra Costa County, California",185962,28888
1400000US06037195803,"Census Tract 1958.03, Los Angeles County, California",68125,18851
1400000US06037302003,"Census Tract 3020.03, Los Angeles County, California",41960,13867
1400000US06037552100,"Census Tract 5521, Los Angeles County, California",53393,11022
1400000US06037530301,"Census Tract 5303.01, Los Angeles County, California",42639,10458
1400000US06037401500,"Census Tract 4015, Los Angeles County, California",74155,10605
1400000US06073020108,"Census Tract 201.08, San Diego County, California",57566,4997
1400000US06037533602,"Census Tract 5336.02, Los Angeles County, California",43056,3966
1400000US06041123000,"Census Tract 1230, Marin County, California",223068,21858
1400000US06005000500,"Census Tract 5, Amador County, California",57833,9734
1400000US06037269906,"Census Tract 2699.06, Los Angeles County, California",78721,14704
1400000US06111006700,"Census Tract 67, Ventura County, California",127361,27943
1400000US06095251100,"Census Tract 2511, Solano County, California",49366,10148
1400000US06065051200,"Census Tract 512, Riverside County, California",68594,22629
1400000US06029000903,"Census Tract 9.03, Kern County, California",46296,14757
1400000US06095252313,"Census Tract 2523.13, Solano County, California",88056,21720
